filename,series,width,height,position_index,ref,metric,ts,center,rotation,scale,center.c,center.r,tr16,xfmsequence
B_141_FB40-SL_112-ST_HEOS-SE_335_compressed.jp2,HEOS,,,335,338.0,0.9424827865889313,07-02-24(14:47),[53408. 40192.],1.046555316111197,1.0,53408.0,-40192.0,[1029.27220117 2477.02022591],rot90->pad->int
B_141_FB40-SL_113-ST_HEOS-SE_338_compressed.jp2,HEOS,41656.0,60881.0,338,340.0,0.7379533090955137,07-02-24(14:47),[-42784. -55616.],-2.162521811979539,1.0,-42784.0,55616.0,[3179.35662566 1536.49768197],rot180->rot90->pad->sift
B_141_FB40-SL_114-ST_NISL-SE_340_compressed.jp2,NISL,43143.0,64949.0,340,341.0,0.7422703291689077,07-02-24(14:47),[-42752. -55680.],-2.2210776687179696,1.0,-42752.0,55680.0,[3288.18125626 1578.01101891],rot180->rot90->pad->int
B_141_FB40-SL_114-ST_HEOS-SE_341_compressed.jp2,HEOS,41684.0,61779.0,341,343.0,0.9363626315884368,07-02-24(14:47),[-42784. -55744.],-2.161406217583219,1.0,-42784.0,55744.0,[3178.22179147 1539.40213334],rot180->rot90->pad->int
B_141_FB40-SL_115-ST_NISL-SE_343_compressed.jp2,NISL,41628.0,60953.0,343,344.0,1.0459523219537554,07-02-24(14:47),[-42784. -55648.],-2.272636226429227,1.0,-42784.0,55648.0,[3238.54464573 1654.57024643],rot180->rot90->pad->cog->int
B_141_FB40-SL_115-ST_HEOS-SE_344_compressed.jp2,HEOS,42940.0,63727.0,344,346.0,1.1343768591080667,07-02-24(14:47),[53376. 40032.],0.9822975266300324,1.0,53376.0,-40032.0,[ 980.09970591 2421.7963452 ],rot90->pad->cog->int
B_141_FB40-SL_116-ST_NISL-SE_346_compressed.jp2,NISL,41572.0,62440.0,346,347.0,1.2758042315763711,07-02-24(14:47),[-42816. -55808.],-2.129476958924601,1.0,-42816.0,55808.0,[3186.30087029 1484.51392053],rot180->rot90->pad->cog->int
B_141_FB40-SL_116-ST_HEOS-SE_347_compressed.jp2,HEOS,41548.0,63292.0,347,349.0,1.0834970205059082,07-02-24(14:47),[-42816. -55936.],-2.166001961475907,1.0,-42816.0,55936.0,[3219.18428553 1506.13476447],rot180->rot90->pad->cog->int
B_141_FB40-SL_117-ST_NISL-SE_349_compressed.jp2,NISL,42272.0,62949.0,349,350.0,1.0744313817678377,07-02-24(14:47),[-42720. -55872.],-2.1100343897688605,1.0,-42720.0,55872.0,[3175.54618465 1463.16352609],rot180->rot90->pad->cog->int
B_141_FB40-SL_117-ST_HEOS-SE_350_compressed.jp2,HEOS,42272.0,62307.0,350,352.0,0.7274732684892503,07-02-24(14:47),[-42720. -55808.],-2.1490177052155954,1.0,-42720.0,55808.0,[3162.92160161 1506.99624919],rot180->rot90->pad->int
B_141_FB40-SL_118-ST_NISL-SE_352_compressed.jp2,NISL,41600.0,62183.0,352,353.0,0.929163578557007,07-02-24(14:47),[-42816. -55776.],-2.139805115304515,1.0,-42816.0,55776.0,[3166.15898552 1514.56747982],rot180->rot90->pad->int
B_141_FB40-SL_118-ST_HEOS-SE_353_compressed.jp2,HEOS,,,353,355.0,1.137035327528353,07-02-24(14:47),[-42592. -56160.],-2.1594035488137666,1.0,-42592.0,56160.0,[3229.14090521 1480.67482315],rot180->rot90->pad->cog->int
B_141_FB40-SL_119-ST_NISL-SE_355_compressed.jp2,NISL,41684.0,62124.0,355,356.0,1.094310039313851,07-02-24(14:47),[-42784. -55776.],-2.161969600872688,1.0,-42784.0,55776.0,[3186.02581951 1553.64821124],rot180->rot90->pad->cog->int
B_141_FB40-SL_119-ST_HEOS-SE_356_compressed.jp2,HEOS,42879.0,62985.0,356,358.0,1.232049189515777,07-02-24(14:47),[-42656. -55904.],-2.164014633395699,1.0,-42656.0,55904.0,[3185.73076918 1532.87990361],rot180->rot90->pad->cog->int
B_141_FB40-SL_120-ST_NISL-SE_358_compressed.jp2,NISL,40739.0,61671.0,358,359.0,1.0838053675461057,07-02-24(14:47),[-42912. -55712.],-2.189170026245156,1.0,-42912.0,55712.0,[3187.04453173 1568.51748546],rot180->rot90->pad->cog->int
B_141_FB40-SL_120-ST_HEOS-SE_359_compressed.jp2,HEOS,42776.0,63149.0,359,361.0,0.9601169160681774,07-02-24(14:47),[-42656. -55904.],-2.167102612716308,1.0,-42656.0,55904.0,[3186.89152627 1499.96676516],rot180->rot90->pad->int
B_141_FB40-SL_121-ST_NISL-SE_361_compressed.jp2,NISL,42244.0,63088.0,361,362.0,0.8691622633245983,07-02-24(14:47),[-42720. -55904.],-2.148653509232583,1.0,-42720.0,55904.0,[3188.34772622 1523.10942806],rot180->rot90->pad->int
B_141_FB40-SL_121-ST_HEOS-SE_362_compressed.jp2,HEOS,43462.0,62330.0,362,364.0,0.9772060059041648,07-02-24(14:47),[53440. 40224.],0.9389578010798963,1.0,53440.0,-40224.0,[ 991.06635366 2341.69545504],rot90->pad->sift
B_141_FB40-SL_122-ST_NISL-SE_364_compressed.jp2,NISL,41572.0,63277.0,364,365.0,0.8974015798550772,07-02-24(14:47),[-42816. -55936.],-2.149539533882259,1.0,-42816.0,55936.0,[3176.16923645 1511.81057651],rot180->rot90->pad->int
B_141_FB40-SL_122-ST_HEOS-SE_365_compressed.jp2,HEOS,42104.0,64080.0,365,367.0,1.030327011024629,07-02-24(14:47),[-42752. -56032.],-2.121963652464846,1.0,-42752.0,56032.0,[3165.74737787 1451.38748035],rot180->rot90->pad->cog->int
B_141_FB40-SL_123-ST_NISL-SE_367_compressed.jp2,NISL,42776.0,63575.0,367,368.0,1.0992329706527575,07-02-24(14:47),[-42656. -55968.],-2.2203246927661424,1.0,-42656.0,55968.0,[3234.59010707 1608.14903781],rot180->rot90->pad->cog->int
B_141_FB40-SL_123-ST_HEOS-SE_368_compressed.jp2,HEOS,41198.0,63054.0,368,370.0,1.267008485113019,07-02-24(14:47),[-42848. -55904.],-2.1655834650540777,1.0,-42848.0,55904.0,[3174.59724517 1503.45455555],rot180->rot90->pad->cog->int
B_141_FB40-SL_124-ST_NISL-SE_370_compressed.jp2,NISL,41964.0,63277.0,370,371.0,0.8978085515782542,07-02-24(14:47),[-42752. -55936.],-2.185241787853468,1.0,-42752.0,55936.0,[3195.01548485 1543.79527599],rot180->rot90->pad->int
B_141_FB40-SL_124-ST_HEOS-SE_371_compressed.jp2,HEOS,42664.0,63585.0,371,373.0,1.165570359517717,07-02-24(14:47),[-42656. -55968.],-2.200692201846327,1.0,-42656.0,55968.0,[3220.01058201 1552.95561172],rot180->rot90->pad->cog->int
B_141_FB40-SL_125-ST_NISL-SE_373_compressed.jp2,NISL,41684.0,63574.0,373,374.0,0.9846924555697444,07-02-24(14:47),[-42784. -55968.],-2.157608032437833,1.0,-42784.0,55968.0,[3191.41107597 1494.82289668],rot180->rot90->pad->sift
B_141_FB40-SL_125-ST_HEOS-SE_374_compressed.jp2,HEOS,41306.0,64017.0,374,376.0,0.7601937981620672,07-02-24(14:47),[-42848. -56032.],-2.139656390017302,1.0,-42848.0,56032.0,[3164.95355131 1456.51011176],rot180->rot90->pad->int
B_141_FB40-SL_126-ST_NISL-SE_376_compressed.jp2,NISL,41684.0,62488.0,376,377.0,0.9720356668328634,07-02-24(14:47),[-42784. -55840.],-2.1949132483371727,1.0,-42784.0,55840.0,[3199.5896511  1543.95492401],rot180->rot90->pad->int
B_141_FB40-SL_126-ST_HEOS-SE_377_compressed.jp2,HEOS,41572.0,63288.0,377,379.0,1.2286152764656746,07-02-24(14:47),[-42816. -55936.],-2.164250991237194,1.0,-42816.0,55936.0,[3164.61146561 1526.55411719],rot180->rot90->pad->cog->int
B_141_FB40-SL_127-ST_NISL-SE_379_compressed.jp2,NISL,40793.0,63810.0,379,380.0,1.3677210706115863,07-02-24(14:47),[-42912. -56000.],-2.146393575824312,1.0,-42912.0,56000.0,[3163.91510132 1485.93832814],rot180->rot90->pad->cog->int
B_141_FB40-SL_127-ST_HEOS-SE_380_compressed.jp2,HEOS,41516.0,63972.0,380,382.0,1.655236371878423,07-02-24(14:47),[-42816. -56000.],-2.139928264568967,1.0,-42816.0,56000.0,[3157.81915457 1480.91314478],rot180->rot90->pad->cog->int
B_141_FB40-SL_128-ST_NISL-SE_382_compressed.jp2,NISL,43288.0,67450.0,382,383.0,1.2357698583898042,07-02-24(14:47),[53216. 40000.],-2.1155413053898937,1.0,53216.0,-40000.0,[3284.48144744 1483.30449347],rot90->pad->cog->sift
B_141_FB40-SL_128-ST_HEOS-SE_383_compressed.jp2,HEOS,41516.0,63793.0,383,386.0,1.431532422907432,07-02-24(14:47),[-42816. -56000.],-2.147865522369541,1.0,-42816.0,56000.0,[3149.96574218 1506.00235221],rot180->rot90->pad->cog->int
B_141_FB40-SL_129-ST_HEOS-SE_386_compressed.jp2,HEOS,41036.0,62072.0,386,388.0,1.252570146296142,07-02-24(14:47),[-42880. -55776.],-2.1718643704897973,1.0,-42880.0,55776.0,[3136.26385695 1563.52100538],rot180->rot90->pad->cog->int
B_141_FB40-SL_130-ST_NISL-SE_388_compressed.jp2,NISL,41576.0,63600.0,388,389.0,1.2522370140114691,07-02-24(14:47),[53216. 40064.],0.9277305929146992,1.0,53216.0,-40064.0,[ 976.84702318 2388.39863414],rot90->pad->cog->sift
B_141_FB40-SL_130-ST_HEOS-SE_389_compressed.jp2,HEOS,42940.0,66361.0,389,391.0,1.19337190427406,07-02-24(14:47),[53376. 39712.],0.925572230894572,1.0,53376.0,-39712.0,[ 946.5789129  2376.02671261],rot90->pad->cog->int
B_141_FB40-SL_131-ST_NISL-SE_391_compressed.jp2,NISL,40658.0,62017.0,391,392.0,1.0357683986554267,07-02-24(14:47),[-42912. -55776.],-2.180716135711146,1.0,-42912.0,55776.0,[3139.66457864 1574.39446549],rot180->rot90->pad->cog->int
B_141_FB40-SL_131-ST_HEOS-SE_392_compressed.jp2,HEOS,,,392,394.0,0.92200519248645,07-02-24(14:47),[53408. 39744.],1.0249163662744831,1.0,53408.0,-39744.0,[ 973.79425787 2504.64269982],rot90->pad->int
B_141_FB40-SL_132-ST_NISL-SE_394_compressed.jp2,NISL,42476.0,64265.0,394,395.0,0.7891194636883359,07-02-24(14:47),[53312. 39968.],0.9334217193235412,1.0,53312.0,-39968.0,[ 963.31378435 2392.74787607],rot90->pad->int
B_141_FB40-SL_132-ST_HEOS-SE_395_compressed.jp2,HEOS,43433.0,65522.0,395,397.0,1.0025301023601685,07-02-24(14:47),[53440. 39808.],0.9582689915268296,1.0,53440.0,-39808.0,[ 941.41286692 2392.82573412],rot90->pad->cog->int
B_141_FB40-SL_133-ST_NISL-SE_397_compressed.jp2,NISL,41740.0,63688.0,397,398.0,1.0496429526002211,07-02-24(14:47),[-42784. -55968.],-2.196732156516674,1.0,-42784.0,55968.0,[3170.50052126 1580.62890342],rot180->rot90->pad->cog->int
B_141_FB40-SL_133-ST_HEOS-SE_398_compressed.jp2,HEOS,41768.0,63632.0,398,400.0,1.0329289331149285,07-02-24(14:46),[-42784. -55968.],-2.158716489799873,1.0,-42784.0,55968.0,[3162.83073671 1500.52235573],rot180->rot90->pad->cog->sift
B_141_FB40-SL_134-ST_NISL-SE_400_compressed.jp2,NISL,41996.0,65404.0,400,401.0,1.2531088921201918,07-02-24(14:46),[-42752. -56192.],-2.136171777896968,1.0,-42752.0,56192.0,[3189.49152848 1474.91206566],rot180->rot90->pad->cog->int
B_141_FB40-SL_134-ST_HEOS-SE_401_compressed.jp2,HEOS,41964.0,64600.0,401,403.0,1.0451299737471398,07-02-24(14:46),[-42752. -56096.],-2.153817950520618,1.0,-42752.0,56096.0,[3169.25404519 1477.92280129],rot180->rot90->pad->cog->int
B_141_FB40-SL_135-ST_NISL-SE_403_compressed.jp2,NISL,41880.0,64370.0,403,404.0,0.93585514212052,07-02-24(14:46),[-42752. -56064.],-2.1383789010414858,1.0,-42752.0,56064.0,[3139.90590943 1514.29536142],rot180->rot90->pad->int
B_141_FB40-SL_135-ST_HEOS-SE_404_compressed.jp2,HEOS,41090.0,65852.0,404,406.0,1.1632759624544668,07-02-24(14:46),[-42848. -56256.],-2.171100016798289,1.0,-42848.0,56256.0,[3180.39524495 1456.9190598 ],rot180->rot90->pad->cog->int
B_141_FB40-SL_136-ST_NISL-SE_406_compressed.jp2,NISL,41628.0,64139.0,406,407.0,0.9140120142628316,07-02-24(14:46),[-42784. -56032.],-2.196361859469121,1.0,-42784.0,56032.0,[3167.71238773 1573.75625453],rot180->rot90->pad->int
B_141_FB40-SL_136-ST_HEOS-SE_407_compressed.jp2,HEOS,41333.0,65426.0,407,409.0,1.0956409829362517,07-02-24(14:46),[-42848. -56192.],-2.1759568777349427,1.0,-42848.0,56192.0,[3170.56881761 1471.15422613],rot180->rot90->pad->cog->int
B_141_FB40-SL_137-ST_NISL-SE_409_compressed.jp2,NISL,41572.0,65121.0,409,410.0,0.9548522838810806,07-02-24(14:46),[-42816. -56160.],-2.130984745581208,1.0,-42816.0,56160.0,[3140.81415374 1505.76701838],rot180->rot90->pad->int
B_141_FB40-SL_137-ST_HEOS-SE_410_compressed.jp2,HEOS,41117.0,64585.0,410,412.0,0.8342221396260194,07-02-24(14:46),[-42848. -56096.],-2.1668990486116697,1.0,-42848.0,56096.0,[3147.11600683 1489.88168488],rot180->rot90->pad->int
B_141_FB40-SL_138-ST_NISL-SE_412_compressed.jp2,NISL,41740.0,64724.0,412,413.0,0.749710089403401,07-02-24(14:46),[-42784. -56096.],-2.1644868206768,1.0,-42784.0,56096.0,[3160.34893392 1519.50773919],rot180->rot90->pad->int
B_141_FB40-SL_138-ST_HEOS-SE_413_compressed.jp2,HEOS,,,413,415.0,0.7768727534250207,07-02-24(14:46),[53472. 39520.],1.0113816360210348,1.0,53472.0,-39520.0,[ 919.72678244 2497.75253739],rot90->pad->sift
B_141_FB40-SL_139-ST_NISL-SE_415_compressed.jp2,NISL,41252.0,65321.0,415,416.0,1.1649196770828971,07-02-24(14:46),[-42848. -56192.],-2.171582108319235,1.0,-42848.0,56192.0,[3160.84069167 1509.55910973],rot180->rot90->pad->cog->icp
B_141_FB40-SL_139-ST_HEOS-SE_416_compressed.jp2,HEOS,44026.0,67864.0,416,418.0,0.8923117214374927,07-02-24(14:46),[-42496. -56512.],-2.1215669407878446,1.0,-42496.0,56512.0,[3206.98447086 1416.76137765],rot180->rot90->pad->sift
B_141_FB40-SL_140-ST_NISL-SE_418_compressed.jp2,NISL,41656.0,64660.0,418,419.0,0.8955737013644816,07-02-24(14:46),[-42784. -56096.],-2.2189204852746007,1.0,-42784.0,56096.0,[3195.00722471 1577.07805441],rot180->rot90->pad->sift
B_141_FB40-SL_140-ST_HEOS-SE_419_compressed.jp2,HEOS,43198.0,65702.0,419,421.0,0.9321809177880324,07-02-24(14:46),[-42592. -56224.],-2.1696227643409864,1.0,-42592.0,56224.0,[3166.34247213 1527.93722037],rot180->rot90->pad->icp
B_141_FB40-SL_141-ST_NISL-SE_421_compressed.jp2,NISL,40712.0,63717.0,421,422.0,0.6422040254770628,07-02-24(14:46),[-42912. -55968.],-2.1704335827333145,1.0,-42912.0,55968.0,[3130.90823451 1540.93528637],rot180->rot90->pad->int
B_141_FB40-SL_141-ST_HEOS-SE_422_compressed.jp2,HEOS,41404.0,65024.0,422,424.0,0.7041157774663119,07-02-24(14:46),[-42816. -56128.],-2.167138813889095,1.0,-42816.0,56128.0,[3140.45199843 1495.12163417],rot180->rot90->pad->sift
B_141_FB40-SL_142-ST_NISL-SE_424_compressed.jp2,NISL,41144.0,65644.0,424,425.0,0.8196553874488929,07-02-24(14:46),[-42848. -56224.],-2.171874516834088,1.0,-42848.0,56224.0,[3162.20004596 1512.17214082],rot180->rot90->pad->int
B_141_FB40-SL_142-ST_HEOS-SE_425_compressed.jp2,HEOS,41306.0,65404.0,425,427.0,0.729797633598173,07-02-24(14:46),[53184. 39840.],0.9579855729123312,1.0,53184.0,-39840.0,[ 963.48672479 2405.74556617],rot90->pad->sift
B_141_FB40-SL_143-ST_NISL-SE_427_compressed.jp2,NISL,43317.0,67088.0,427,428.0,0.8368583598971431,07-02-24(14:46),[-42592. -56416.],-2.167060511067353,1.0,-42592.0,56416.0,[3228.18135858 1515.35972304],rot180->rot90->pad->sift
B_141_FB40-SL_143-ST_HEOS-SE_428_compressed.jp2,HEOS,41684.0,65911.0,428,430.0,0.9464619760980996,07-02-24(14:46),[53216. 39776.],0.9795584655572844,1.0,53216.0,-39776.0,[ 947.24317374 2435.56084768],rot90->pad->sift
B_141_FB40-SL_144-ST_NISL-SE_430_compressed.jp2,NISL,42995.0,64887.0,430,431.0,1.0775408939861373,07-02-24(14:46),[-42624. -56128.],-2.23870352249404,1.0,-42624.0,56128.0,[3177.65749293 1638.54541934],rot180->rot90->pad->cog->int
B_141_FB40-SL_144-ST_HEOS-SE_431_compressed.jp2,HEOS,42940.0,65482.0,431,433.0,0.9025332446189178,07-02-24(14:46),[53376. 39808.],0.9337139190540684,1.0,53376.0,-39808.0,[ 921.554191   2383.20899266],rot90->pad->sift
B_141_FB40-SL_145-ST_NISL-SE_433_compressed.jp2,NISL,42476.0,64265.0,433,434.0,0.9901039710242592,07-02-24(14:46),[53312. 39968.],0.9315238826085082,1.0,53312.0,-39968.0,[ 928.41370303 2424.18225235],rot90->pad->int
B_141_FB40-SL_145-ST_HEOS-SE_434_compressed.jp2,HEOS,44506.0,68017.0,434,436.0,0.9242613957634656,07-02-24(14:46),[53568. 39488.],0.9374127859369166,1.0,53568.0,-39488.0,[ 873.33643713 2396.61856273],rot90->pad->int
B_141_FB40-SL_146-ST_NISL-SE_436_compressed.jp2,NISL,43198.0,66236.0,436,437.0,0.8903002752977353,07-02-24(14:46),[-42592. -56288.],-2.1607664244392004,1.0,-42592.0,56288.0,[3164.44686598 1525.91509742],rot180->rot90->pad->int
B_141_FB40-SL_146-ST_HEOS-SE_437_compressed.jp2,HEOS,43372.0,66574.0,437,439.0,0.8154123319277485,07-02-24(14:46),[-42592. -56352.],-2.213101355980612,1.0,-42592.0,56352.0,[3210.88794134 1571.73652331],rot180->rot90->pad->int
B_141_FB40-SL_147-ST_NISL-SE_439_compressed.jp2,NISL,43372.0,67400.0,439,440.0,0.9239449701472996,07-02-24(14:46),[-42592. -56448.],-2.165979857882227,1.0,-42592.0,56448.0,[3187.99553463 1526.68379566],rot180->rot90->pad->sift
B_141_FB40-SL_147-ST_HEOS-SE_440_compressed.jp2,HEOS,49472.0,75200.0,440,442.0,2.167870600230397,07-02-24(14:46),[-41824. -57408.],-2.25093071307754,1.0,-41824.0,57408.0,[3522.81308838 1471.40857381],rot180->rot90->pad->cog->sift
B_141_FB40-SL_148-ST_NISL-SE_442_compressed.jp2,NISL,45884.0,65472.0,442,443.0,0.8219295283747217,07-02-24(14:46),[-42272. -56192.],-2.2477204779320914,1.0,-42272.0,56192.0,[3237.23037576 1694.05040105],rot180->rot90->pad->int
B_141_FB40-SL_148-ST_HEOS-SE_443_compressed.jp2,HEOS,44155.0,65715.0,443,445.0,1.1283000080143797,07-02-24(14:46),[-42496. -56224.],-2.2719611704055445,1.0,-42496.0,56224.0,[3228.99735539 1659.68145413],rot180->rot90->pad->cog->icp
B_141_FB40-SL_149-ST_NISL-SE_445_compressed.jp2,NISL,44068.0,66503.0,445,446.0,0.7501078141943536,07-02-24(14:46),[-42496. -56320.],-2.257070081145578,1.0,-42496.0,56320.0,[3233.80041204 1635.54238761],rot180->rot90->pad->sift
B_141_FB40-SL_149-ST_HEOS-SE_446_compressed.jp2,HEOS,43053.0,66880.0,446,448.0,0.7105396104078514,07-02-24(14:46),[-42624. -56384.],-2.1840852720917843,1.0,-42624.0,56384.0,[3185.07934099 1514.32346433],rot180->rot90->pad->sift
B_141_FB40-SL_150-ST_NISL-SE_448_compressed.jp2,NISL,43053.0,65289.0,448,449.0,0.8930815303699656,07-02-24(14:46),[-42624. -56192.],-2.230409010288886,1.0,-42624.0,56192.0,[3198.36113242 1615.94631105],rot180->rot90->pad->sift
B_141_FB40-SL_150-ST_HEOS-SE_449_compressed.jp2,HEOS,45824.0,75950.0,449,451.0,1.203672520942442,07-02-24(14:46),[-42272. -57504.],-2.2825523733553745,1.0,-42272.0,57504.0,[3494.05162014 1429.46749212],rot180->rot90->pad->cog->icp
B_141_FB40-SL_151-ST_NISL-SE_451_compressed.jp2,NISL,43606.0,66200.0,451,452.0,0.9800560916066222,07-02-24(14:46),[-42560. -56288.],-2.18948035784122,1.0,-42560.0,56288.0,[3209.86736925 1563.89915373],rot180->rot90->pad->sift
B_141_FB40-SL_151-ST_HEOS-SE_452_compressed.jp2,HEOS,43662.0,65616.0,452,454.0,0.8025287645334749,07-02-24(14:46),[-42528. -56224.],-2.204251904199696,1.0,-42528.0,56224.0,[3182.85401743 1552.06177781],rot180->rot90->pad->int
B_141_FB40-SL_152-ST_NISL-SE_454_compressed.jp2,NISL,44864.0,66313.0,454,455.0,0.9706244105614898,07-02-24(14:46),[-42400. -56320.],-2.246126602533048,1.0,-42400.0,56320.0,[3247.79281086 1628.6563562 ],rot180->rot90->pad->int
B_141_FB40-SL_152-ST_HEOS-SE_455_compressed.jp2,HEOS,41544.0,65356.0,455,457.0,1.061158803124972,07-02-24(14:46),[-42816. -56192.],-2.1952029400958493,1.0,-42816.0,56192.0,[3139.99410854 1534.30193708],rot180->rot90->pad->cog->sift
B_141_FB40-SL_153-ST_NISL-SE_457_compressed.jp2,NISL,45334.0,67802.0,457,460.0,0.9707199959259016,07-02-24(14:46),[-42336. -56480.],-2.251711650147611,1.0,-42336.0,56480.0,[3290.60111674 1644.27721387],rot180->rot90->pad->int
B_141_FB40-SL_154-ST_NISL-SE_460_compressed.jp2,NISL,,,460,461.0,1.1438571032813727,07-02-24(14:46),[55296. 37856.],-1.5337896815167549,1.0,55296.0,-37856.0,[2990.10086746  576.12443372],rot90->pad->cog->int
B_141_FB40-SL_154-ST_HEOS-SE_461_compressed.jp2,HEOS,43085.0,67854.0,461,463.0,0.924612424905901,07-02-24(14:46),[53408. 39520.],1.0242848854313509,1.0,53408.0,-39520.0,[ 896.44173404 2538.18427785],rot90->pad->int
B_141_FB40-SL_155-ST_NISL-SE_463_compressed.jp2,NISL,41712.0,66692.0,463,464.0,0.9965668526369432,07-02-24(14:46),[-42784. -56352.],-1.9964069203328585,1.0,-42784.0,56352.0,[3028.81619231 1332.55187092],rot180->rot90->pad->icp
B_141_FB40-SL_155-ST_HEOS-SE_464_compressed.jp2,HEOS,45768.0,79301.0,464,466.0,1.1285779748455669,07-02-24(14:46),[53728. 38080.],0.9417725688204516,1.0,53728.0,-38080.0,[ 853.30325637 2466.72286517],rot90->pad->cog->sift
B_141_FB40-SL_156-ST_NISL-SE_466_compressed.jp2,NISL,43056.0,67400.0,466,467.0,0.835206385915392,07-02-24(14:46),[-42624. -56448.],-2.085201753046317,1.0,-42624.0,56448.0,[3164.4820057  1445.77247501],rot180->rot90->pad->sift
B_141_FB40-SL_156-ST_HEOS-SE_467_compressed.jp2,HEOS,47784.0,73858.0,467,469.0,1.2045566954943,07-02-24(14:46),[-42016. -57248.],-2.050739517015105,1.0,-42016.0,57248.0,[3356.89142656 1270.65175777],rot180->rot90->pad->cog->int
B_141_FB40-SL_157-ST_NISL-SE_469_compressed.jp2,NISL,47976.0,67304.0,469,470.0,1.0940455284382369,07-02-24(14:46),[-42016. -56416.],-2.1050533954824124,1.0,-42016.0,56416.0,[3177.85226158 1472.53827458],rot180->rot90->pad->cog->sift
B_141_FB40-SL_157-ST_HEOS-SE_470_compressed.jp2,HEOS,42966.0,66200.0,470,472.0,0.9156329083475064,07-02-24(14:46),[53376. 39712.],1.072745917159047,1.0,53376.0,-39712.0,[ 971.88661123 2587.33806596],rot90->pad->sift
B_141_FB40-SL_158-ST_NISL-SE_472_compressed.jp2,NISL,43169.0,66596.0,472,473.0,0.805589619124195,07-02-24(14:46),[-42592. -56352.],-2.1503961456454013,1.0,-42592.0,56352.0,[3163.09546321 1538.02042066],rot180->rot90->pad->int
B_141_FB40-SL_158-ST_HEOS-SE_473_compressed.jp2,HEOS,42412.0,69000.0,473,476.0,0.9270584357127922,07-02-24(14:45),[-42496. -56512.],-2.1200142436407514,1.0,-42496.0,56512.0,[3172.50990862 1436.32184083],rot180->rot90->pad->int
B_141_FB40-SL_159-ST_HEOS-SE_476_compressed.jp2,HEOS,,,476,478.0,1.4298960870744617,07-02-24(14:45),[54080. 38496.],1.5707963267948966,1.0,54080.0,-38496.0,"[1240.0, 3188.0]",rot90->pad->cog->int
B_141_FB40-SL_160-ST_NISL-SE_478_compressed.jp2,NISL,41252.0,65973.0,478,479.0,1.0160920487023293,07-02-24(14:45),[-42848. -56256.],-2.242205048148638,1.0,-42848.0,56256.0,[3201.51460115 1674.00568194],rot180->rot90->pad->cog->sift
B_141_FB40-SL_160-ST_HEOS-SE_479_compressed.jp2,HEOS,46233.0,69189.0,479,481.0,0.8417053547091816,07-02-24(14:45),[-42208. -56672.],-2.172050605188925,1.0,-42208.0,56672.0,[3303.88925168 1521.91677795],rot180->rot90->pad->icp
B_141_FB40-SL_161-ST_NISL-SE_481_compressed.jp2,NISL,42776.0,66295.0,481,482.0,1.0441490745652655,07-02-24(14:45),[-42656. -56288.],-2.180846619294342,1.0,-42656.0,56288.0,[3181.31820593 1582.22408196],rot180->rot90->pad->cog->sift
B_141_FB40-SL_161-ST_HEOS-SE_482_compressed.jp2,HEOS,48744.0,79072.0,482,484.0,1.2219205846721282,07-02-24(14:45),[54112. 38112.],0.9128333646991416,1.0,54112.0,-38112.0,[ 858.6861706  2409.01343415],rot90->pad->cog->int
B_141_FB40-SL_162-ST_NISL-SE_484_compressed.jp2,NISL,44068.0,66400.0,484,485.0,1.0232863581294909,07-02-24(14:45),[-42496. -56320.],-2.237817686126066,1.0,-42496.0,56320.0,[3215.90358642 1659.51802533],rot180->rot90->pad->cog->sift
B_141_FB40-SL_162-ST_HEOS-SE_485_compressed.jp2,HEOS,49208.0,78825.0,485,487.0,1.2110220794456243,07-02-24(14:45),[54176. 38144.],0.891796936163555,1.0,54176.0,-38144.0,[ 859.68860273 2349.59778117],rot90->pad->cog->int
B_141_FB40-SL_163-ST_NISL-SE_487_compressed.jp2,NISL,44776.0,71075.0,487,490.0,0.7719932433460549,07-02-24(14:45),[-42272. -56448.],-2.1203981428818093,1.0,-42272.0,56448.0,[3244.51885503 1451.05000172],rot180->rot90->pad->int
B_141_FB40-SL_164-ST_NISL-SE_490_compressed.jp2,NISL,45194.0,68400.0,490,497.0,0.8128492473199221,07-02-24(14:45),[-42336. -56576.],-2.1194459054681265,1.0,-42336.0,56576.0,[3212.83099975 1487.70200174],rot180->rot90->pad->icp
B_141_FB40-SL_166-ST_HEOS-SE_497_compressed.jp2,HEOS,44624.0,69998.0,497,499.0,0.8904050425013763,07-02-24(14:45),[53600. 39264.],1.0037256637015737,1.0,53600.0,-39264.0,[ 863.56161851 2546.29646461],rot90->pad->int
B_141_FB40-SL_167-ST_NISL-SE_499_compressed.jp2,NISL,45824.0,65976.0,499,500.0,1.0861823465479008,07-02-24(14:45),[-42272. -56256.],-2.32621179901067,1.0,-42272.0,56256.0,[3292.34386364 1771.91416194],rot180->rot90->pad->cog->sift
B_141_FB40-SL_167-ST_HEOS-SE_500_compressed.jp2,HEOS,45464.0,76071.0,500,502.0,1.0209792085722074,07-02-24(14:45),[-42304. -57536.],-2.252870385308236,1.0,-42304.0,57536.0,[3425.26390638 1390.74363123],rot180->rot90->pad->cog->sift
B_141_FB40-SL_168-ST_NISL-SE_502_compressed.jp2,NISL,45794.0,65393.0,502,503.0,1.1748370504757129,07-02-24(14:45),[-42272. -56192.],-2.292419543920304,1.0,-42272.0,56192.0,[3248.76941565 1730.56861825],rot180->rot90->pad->cog->sift
