filename,series,width,height,position_index,ref,metric,ts,center,rotation,scale,center.c,center.r,tr16,xfmsequence
B_141_FB40-SL_230-ST_NISL-SE_688_compressed.jp2,NISL,58799.0,67930.0,688,689.0,0.8815822122724023,07-02-24(14:43),[-40640. -56512.],-2.240657843575766,1.0,-40640.0,56512.0,[3500.84872655 1737.59789066],rot180->rot90->pad->int
B_141_FB40-SL_230-ST_HEOS-SE_689_compressed.jp2,HEOS,56952.0,68924.0,689,691.0,1.1879881208946157,07-02-24(14:43),[-40896. -56640.],-2.2041418298727824,1.0,-40896.0,56640.0,[3456.56586557 1636.98797015],rot180->rot90->pad->cog->sift
B_141_FB40-SL_231-ST_NISL-SE_691_compressed.jp2,NISL,60704.0,67417.0,691,692.0,1.0941112532872257,07-02-24(14:43),[-40416. -56448.],-2.178269743668049,1.0,-40416.0,56448.0,[3466.42946741 1728.25057784],rot180->rot90->pad->cog->int
B_141_FB40-SL_231-ST_HEOS-SE_692_compressed.jp2,HEOS,56196.0,68850.0,692,694.0,0.8833389058462616,07-02-24(14:43),[-40960. -56608.],-2.247914221649534,1.0,-40960.0,56608.0,[3434.97752771 1700.23090437],rot180->rot90->pad->int
B_141_FB40-SL_232-ST_NISL-SE_694_compressed.jp2,NISL,60264.0,69788.0,694,697.0,1.3732916799678565,07-02-24(14:43),[-40480. -56736.],-2.190595887158657,1.0,-40480.0,56736.0,[3515.37917613 1678.21473049],rot180->rot90->pad->cog->sift
B_141_FB40-SL_233-ST_NISL-SE_697_compressed.jp2,NISL,55382.0,68020.0,697,698.0,0.7674179533840823,07-02-24(14:43),[-41088. -56512.],-2.24452796965366,1.0,-41088.0,56512.0,[3385.91489678 1709.43703743],rot180->rot90->pad->sift
B_141_FB40-SL_233-ST_HEOS-SE_698_compressed.jp2,HEOS,56492.0,69614.0,698,700.0,0.958770715448072,07-02-24(14:43),[-40928. -56704.],-2.226357413992268,1.0,-40928.0,56704.0,[3417.82580413 1681.78141185],rot180->rot90->pad->sift
B_141_FB40-SL_234-ST_NISL-SE_700_compressed.jp2,NISL,58370.0,68747.0,700,701.0,0.9114022048413808,07-02-24(14:43),[-40704. -56608.],-2.2092707038825887,1.0,-40704.0,56608.0,[3411.98777041 1751.22104938],rot180->rot90->pad->int
B_141_FB40-SL_234-ST_HEOS-SE_701_compressed.jp2,HEOS,59267.0,66799.0,701,703.0,0.7992667969336275,07-02-24(14:43),[-40576. -56352.],-2.13195172131461,1.0,-40576.0,56352.0,[3406.3801521  1671.52609729],rot180->rot90->pad->int
B_141_FB40-SL_235-ST_NISL-SE_703_compressed.jp2,NISL,54536.0,66656.0,703,704.0,0.9217299067183912,07-02-24(14:43),[-41184. -56352.],-2.1997248955752884,1.0,-41184.0,56352.0,[3375.88210167 1732.93870824],rot180->rot90->pad->int
B_141_FB40-SL_235-ST_HEOS-SE_704_compressed.jp2,HEOS,57712.0,68657.0,704,706.0,0.9355439278166664,07-02-24(14:43),[-40800. -56608.],-2.204234969776504,1.0,-40800.0,56608.0,[3409.2253121  1690.36374693],rot180->rot90->pad->sift
B_141_FB40-SL_236-ST_NISL-SE_706_compressed.jp2,NISL,57484.0,71438.0,706,707.0,0.8526557147908975,07-02-24(14:43),[-40800. -56960.],-2.282487624653616,1.0,-40800.0,56960.0,[3494.7528067  1725.25443681],rot180->rot90->pad->int
B_141_FB40-SL_236-ST_HEOS-SE_707_compressed.jp2,HEOS,57712.0,68551.0,707,709.0,0.9295911085947044,07-02-24(14:43),[-40800. -56576.],-2.241886728618729,1.0,-40800.0,56576.0,[3407.05522327 1720.64958258],rot180->rot90->pad->sift
B_141_FB40-SL_237-ST_NISL-SE_709_compressed.jp2,NISL,57712.0,68216.0,709,710.0,1.230600608605716,07-02-24(14:43),[-40800. -56544.],-2.207292624014447,1.0,-40800.0,56544.0,[3393.92149213 1725.22771137],rot180->rot90->pad->cog->int
B_141_FB40-SL_237-ST_HEOS-SE_710_compressed.jp2,HEOS,56800.0,69264.0,710,712.0,1.093831895285247,07-02-24(14:43),[-40896. -56672.],-2.217007438431952,1.0,-40896.0,56672.0,[3389.3435624  1689.40134154],rot180->rot90->pad->cog->int
B_141_FB40-SL_238-ST_NISL-SE_712_compressed.jp2,NISL,57864.0,69490.0,712,713.0,1.184542756830044,07-02-24(14:43),[-40768. -56704.],-2.2211022492573727,1.0,-40768.0,56704.0,[3431.27007333 1725.26659536],rot180->rot90->pad->cog->sift
B_141_FB40-SL_238-ST_HEOS-SE_713_compressed.jp2,HEOS,54896.0,70518.0,713,715.0,1.0900139968496034,07-02-24(14:43),[-41152. -56832.],-2.267946685672477,1.0,-41152.0,56832.0,[3381.55253703 1690.44817231],rot180->rot90->pad->cog->int
B_141_FB40-SL_239-ST_NISL-SE_715_compressed.jp2,NISL,57560.0,68543.0,715,716.0,1.1943473748135225,07-02-24(14:43),[-40800. -56576.],-2.1943452417612006,1.0,-40800.0,56576.0,[3384.11057157 1719.96548875],rot180->rot90->pad->cog->sift
B_141_FB40-SL_239-ST_HEOS-SE_716_compressed.jp2,HEOS,57104.0,68747.0,716,718.0,1.2394118247226282,07-02-24(14:43),[-40864. -56608.],-2.213240784058464,1.0,-40864.0,56608.0,[3378.27486333 1693.69278933],rot180->rot90->pad->cog->sift
B_141_FB40-SL_240-ST_NISL-SE_718_compressed.jp2,NISL,56952.0,68570.0,718,719.0,1.2513095238986014,07-02-24(14:42),[-40896. -56576.],-2.228627558958149,1.0,-40896.0,56576.0,[3375.64552742 1753.15914188],rot180->rot90->pad->cog->sift
B_141_FB40-SL_240-ST_HEOS-SE_719_compressed.jp2,HEOS,56800.0,66622.0,719,721.0,1.1558670969438771,07-02-24(14:42),[-40896. -56352.],-2.1226617165191963,1.0,-40896.0,56352.0,[3337.00023864 1639.51531661],rot180->rot90->pad->cog->sift
B_141_FB40-SL_241-ST_NISL-SE_721_compressed.jp2,NISL,58604.0,70518.0,721,722.0,1.2486781857024494,07-02-24(14:42),[-40672. -56832.],-2.267769683820286,1.0,-40672.0,56832.0,[3450.7799497  1753.71911945],rot180->rot90->pad->cog->sift
B_141_FB40-SL_241-ST_HEOS-SE_722_compressed.jp2,HEOS,56159.0,69456.0,722,724.0,1.0199168317790217,07-02-24(14:42),[-40992. -56704.],-2.2214168473569145,1.0,-40992.0,56704.0,[3368.41623475 1687.87923332],rot180->rot90->pad->cog->sift
B_141_FB40-SL_242-ST_NISL-SE_724_compressed.jp2,NISL,56376.0,72932.0,724,725.0,0.9898415417832832,07-02-24(14:42),[55072. 38880.],0.8758666749614197,1.0,55072.0,-38880.0,[ 677.52745381 2294.94427859],rot90->pad->int
B_141_FB40-SL_243-ST_NISL-SE_727_compressed.jp2,NISL,57446.0,68842.0,727,725.0,0.7457435224802924,07-02-24(14:42),[-40832. -56608.],-2.166567974573812,1.0,-40832.0,56608.0,[3380.74995079 1669.94444549],rot180->rot90->pad->int
B_141_FB40-SL_243-ST_HEOS-SE_728_compressed.jp2,HEOS,56640.0,68625.0,728,727.0,0.8609901742685901,07-02-24(14:42),[-40928. -56608.],-2.188132924097552,1.0,-40928.0,56608.0,[3354.34068698 1666.39432234],rot180->rot90->pad->sift
B_141_FB40-SL_244-ST_NISL-SE_730_compressed.jp2,NISL,55900.0,69987.0,730,728.0,0.9913523191080678,07-02-24(14:42),[-41024. -56768.],-2.218767855039399,1.0,-41024.0,56768.0,[3402.46592121 1718.26177115],rot180->rot90->pad->int
B_141_FB40-SL_244-ST_HEOS-SE_731_compressed.jp2,HEOS,61850.0,71568.0,731,730.0,1.3076387740286284,07-02-24(14:42),[-40256. -56960.],-2.205334036038056,1.0,-40256.0,56960.0,[3371.75042189 1662.86051595],rot180->rot90->pad->cog->sift
B_141_FB40-SL_245-ST_NISL-SE_733_compressed.jp2,NISL,54680.0,68332.0,733,731.0,1.14685859661929,07-02-24(14:42),[-41152. -56544.],-2.2768914052875764,1.0,-41152.0,56544.0,[3335.21338256 1766.3375181 ],rot180->rot90->pad->cog->sift
B_141_FB40-SL_245-ST_HEOS-SE_734_compressed.jp2,HEOS,58175.0,68562.0,734,733.0,1.0078759970638254,07-02-24(14:42),[-40736. -56576.],-2.1839605730319094,1.0,-40736.0,56576.0,[3385.82860608 1678.64603358],rot180->rot90->pad->cog->sift
B_141_FB40-SL_246-ST_NISL-SE_736_compressed.jp2,NISL,57750.0,72545.0,736,734.0,1.0763126787266144,07-02-24(14:42),[-40768. -57088.],-2.4335304515973606,1.0,-40768.0,57088.0,[3524.52808827 1910.79018487],rot180->rot90->pad->cog->int
B_141_FB40-SL_246-ST_HEOS-SE_737_compressed.jp2,HEOS,55493.0,68191.0,737,736.0,1.0303821632716132,07-02-24(14:42),[-41056. -56544.],-2.2308726194684025,1.0,-41056.0,56544.0,[3342.04652581 1722.74668274],rot180->rot90->pad->cog->sift
B_141_FB40-SL_247-ST_NISL-SE_739_compressed.jp2,NISL,60184.0,71530.0,739,737.0,1.243656749298609,07-02-24(14:42),[-40480. -56960.],-2.2492753747274974,1.0,-40480.0,56960.0,[3446.94042332 1738.05136308],rot180->rot90->pad->cog->sift
B_141_FB40-SL_247-ST_HEOS-SE_740_compressed.jp2,HEOS,54248.0,69566.0,740,739.0,1.2464278871066432,07-02-24(14:42),[-41216. -56704.],-2.3299941437560503,1.0,-41216.0,56704.0,[3351.27602153 1773.52751811],rot180->rot90->pad->cog->sift
B_141_FB40-SL_248-ST_NISL-SE_742_compressed.jp2,NISL,58016.0,67177.0,742,740.0,1.08858364324461,07-02-24(14:42),[-40736. -56416.],-2.19083599963293,1.0,-40736.0,56416.0,[3348.65206139 1728.78937728],rot180->rot90->pad->cog->sift
B_141_FB40-SL_248-ST_HEOS-SE_743_compressed.jp2,HEOS,56418.0,65124.0,743,742.0,1.031400671617878,07-02-24(14:42),[-40960. -56160.],-2.189860187809167,1.0,-40960.0,56160.0,[3276.766026   1761.78542987],rot180->rot90->pad->cog->sift
B_141_FB40-SL_249-ST_NISL-SE_745_compressed.jp2,NISL,56048.0,69224.0,745,743.0,1.1542568005247729,07-02-24(14:42),[-40992. -56672.],-2.2606290811027683,1.0,-40992.0,56672.0,[3362.04568935 1722.54049522],rot180->rot90->pad->cog->int
B_141_FB40-SL_249-ST_HEOS-SE_746_compressed.jp2,HEOS,56381.0,66998.0,746,745.0,1.0351072801937695,07-02-24(14:42),[-40960. -56384.],-2.214108720039358,1.0,-40960.0,56384.0,[3315.07588293 1736.07813691],rot180->rot90->pad->cog->sift
B_141_FB40-SL_250-ST_NISL-SE_748_compressed.jp2,NISL,58292.0,72090.0,748,746.0,1.15759915624218,07-02-24(14:42),[-40704. -57024.],-2.210889655091916,1.0,-40704.0,57024.0,[3369.99777891 1730.10013081],rot180->rot90->pad->cog->sift
B_141_FB40-SL_250-ST_HEOS-SE_749_compressed.jp2,HEOS,57446.0,67102.0,749,748.0,1.0621664546326417,07-02-24(14:42),[-40832. -56416.],-2.159863311428773,1.0,-40832.0,56416.0,[3310.68066326 1696.25744773],rot180->rot90->pad->cog->sift
B_141_FB40-SL_251-ST_NISL-SE_751_compressed.jp2,NISL,57256.0,69252.0,751,749.0,1.073610993114262,07-02-24(14:42),[-40832. -56672.],-2.231717837120044,1.0,-40832.0,56672.0,[3372.19965422 1749.79826412],rot180->rot90->pad->cog->sift
B_141_FB40-SL_252-ST_NISL-SE_754_compressed.jp2,NISL,56990.0,67197.0,754,751.0,1.476813681010803,07-02-24(14:42),[-40864. -56416.],-2.2788995788461044,1.0,-40864.0,56416.0,[3348.8869911  1814.23660099],rot180->rot90->pad->cog->sift
B_141_FB40-SL_252-ST_HEOS-SE_755_compressed.jp2,HEOS,53444.0,69722.0,755,754.0,1.0784807932730467,07-02-24(14:42),[-41312. -56736.],-2.282351204600275,1.0,-41312.0,56736.0,[3316.0943066 1719.4976153],rot180->rot90->pad->cog->sift
B_141_FB40-SL_253-ST_NISL-SE_757_compressed.jp2,NISL,55419.0,69756.0,757,755.0,1.0485354708081365,07-02-24(14:42),[-41088. -56736.],-2.265524066366969,1.0,-41088.0,56736.0,[3338.74946933 1734.16779235],rot180->rot90->pad->cog->sift
B_141_FB40-SL_253-ST_HEOS-SE_758_compressed.jp2,HEOS,58130.0,67855.0,758,757.0,0.9225077516829528,07-02-24(14:42),[-40736. -56512.],-2.2100179260952024,1.0,-40736.0,56512.0,[3305.78716574 1718.16911039],rot180->rot90->pad->sift
B_141_FB40-SL_254-ST_NISL-SE_760_compressed.jp2,NISL,56870.0,72985.0,760,758.0,1.0638780832419346,07-02-24(14:42),[55136. 38880.],0.9347052960086524,1.0,55136.0,-38880.0,[ 636.05564916 2399.63824646],rot90->pad->cog->sift
B_141_FB40-SL_254-ST_HEOS-SE_761_compressed.jp2,HEOS,54968.0,67604.0,761,760.0,1.143291889776651,07-02-24(14:42),[-41120. -56480.],-2.208032930634825,1.0,-41120.0,56480.0,[3283.10996463 1682.27873013],rot180->rot90->pad->cog->sift
B_141_FB40-SL_255-ST_NISL-SE_763_compressed.jp2,NISL,60864.0,74945.0,763,761.0,1.306924643521869,07-02-24(14:42),[-40384. -57376.],-2.256872980846432,1.0,-40384.0,57376.0,[3536.54812393 1779.88973094],rot180->rot90->pad->cog->int
B_141_FB40-SL_256-ST_NISL-SE_766_compressed.jp2,NISL,56800.0,69548.0,766,763.0,0.8501933630987096,07-02-24(14:42),[-40896. -56704.],-2.276094387938535,1.0,-40896.0,56704.0,[3343.31882468 1785.80587967],rot180->rot90->pad->sift
B_141_FB40-SL_256-ST_HEOS-SE_767_compressed.jp2,HEOS,52849.0,68431.0,767,766.0,0.8450053112513719,07-02-24(14:43),[-41408. -56576.],-2.2791634681102053,1.0,-41408.0,56576.0,[3269.29790511 1746.16781254],rot180->rot90->pad->int
B_141_FB40-SL_257-ST_NISL-SE_769_compressed.jp2,NISL,65765.0,71900.0,769,767.0,0.8764930163908441,07-02-24(14:43),[-39776. -56992.],-2.2984084235529845,1.0,-39776.0,56992.0,[3486.9936391  1860.97198843],rot180->rot90->pad->sift
B_141_FB40-SL_257-ST_HEOS-SE_770_compressed.jp2,HEOS,55752.0,66904.0,770,769.0,0.8246625441753928,07-02-24(14:43),[-41024. -56384.],-2.2255338489752896,1.0,-41024.0,56384.0,[3291.57412731 1731.63044732],rot180->rot90->pad->sift
B_141_FB40-SL_258-ST_NISL-SE_772_compressed.jp2,NISL,64238.0,66620.0,772,770.0,0.9608897448348866,07-02-24(14:43),[-39968. -56352.],-2.224356383659387,1.0,-39968.0,56352.0,[3402.39073319 1871.30328985],rot180->rot90->pad->int
B_141_FB40-SL_258-ST_HEOS-SE_773_compressed.jp2,HEOS,52639.0,68411.0,773,772.0,0.9370379970813344,07-02-24(14:43),[-41408. -56576.],-2.236736659479296,1.0,-41408.0,56576.0,[3289.77141754 1692.02805393],rot180->rot90->pad->sift
B_141_FB40-SL_259-ST_NISL-SE_775_compressed.jp2,NISL,53584.0,68899.0,775,773.0,0.5961656014730171,07-02-24(14:43),[-41312. -56640.],-2.263681040471373,1.0,-41312.0,56640.0,[3306.66875206 1746.88404102],rot180->rot90->pad->sift
B_141_FB40-SL_259-ST_HEOS-SE_776_compressed.jp2,HEOS,53129.0,68924.0,776,775.0,0.7695916064648282,07-02-24(14:43),[-41344. -56640.],-2.2578685603996376,1.0,-41344.0,56640.0,[3311.58960122 1706.64284223],rot180->rot90->pad->sift
B_141_FB40-SL_260-ST_NISL-SE_778_compressed.jp2,NISL,56870.0,68220.0,778,776.0,1.1016715819223533,07-02-24(14:43),[55136. 39488.],0.9672458727599338,1.0,55136.0,-39488.0,[ 641.45607836 2465.26484737],rot90->pad->cog->int
B_141_FB40-SL_260-ST_HEOS-SE_779_compressed.jp2,HEOS,54320.0,67376.0,779,778.0,0.8920329220891753,07-02-24(14:43),[-41216. -56448.],-2.2028968990016846,1.0,-41216.0,56448.0,[3261.13810715 1696.43173795],rot180->rot90->pad->sift
B_141_FB40-SL_261-ST_NISL-SE_781_compressed.jp2,NISL,58409.0,72280.0,781,779.0,0.9459058386683452,07-02-24(14:43),[-40704. -57056.],-2.259697337089793,1.0,-40704.0,57056.0,[3428.59261208 1772.5508056 ],rot180->rot90->pad->sift
B_141_FB40-SL_261-ST_HEOS-SE_782_compressed.jp2,HEOS,53444.0,69112.0,782,781.0,1.1296475381138087,07-02-24(14:43),[-41312. -56640.],-2.265011410588868,1.0,-41312.0,56640.0,[3277.8514609  1698.28727107],rot180->rot90->pad->cog->sift
B_141_FB40-SL_262-ST_NISL-SE_784_compressed.jp2,NISL,56870.0,68220.0,784,782.0,1.0691616837102105,07-02-24(14:43),[55136. 39488.],0.9603203829696126,1.0,55136.0,-39488.0,[ 628.29085128 2429.26026309],rot90->pad->cog->sift
B_141_FB40-SL_262-ST_HEOS-SE_785_compressed.jp2,HEOS,52954.0,66976.0,785,784.0,0.9140824295184404,07-02-24(14:43),[-41376. -56384.],-2.262008661344022,1.0,-41376.0,56384.0,[3260.49659915 1758.35497741],rot180->rot90->pad->int
B_141_FB40-SL_263-ST_NISL-SE_787_compressed.jp2,NISL,54748.0,67805.0,787,785.0,0.8554756271835902,07-02-24(14:43),[54848. 39520.],0.9053694417764472,1.0,54848.0,-39520.0,[ 635.7222455  2339.48367189],rot90->pad->int
B_141_FB40-SL_263-ST_HEOS-SE_788_compressed.jp2,HEOS,53380.0,68673.0,788,787.0,0.8114363849991958,07-02-24(14:43),[54688. 39424.],0.8618788698254042,1.0,54688.0,-39424.0,[ 623.64592169 2272.18458619],rot90->pad->int
B_141_FB40-SL_264-ST_NISL-SE_790_compressed.jp2,NISL,,,790,788.0,1.0054632189039692,07-02-24(14:43),[-40928. -57056.],-2.2252754108599224,1.0,-40928.0,57056.0,[3405.72709151 1685.57823985],rot180->rot90->pad->cog->sift
B_141_FB40-SL_264-ST_HEOS-SE_791_compressed.jp2,HEOS,54680.0,67285.0,791,790.0,1.004168341601456,07-02-24(14:43),[-41152. -56416.],-2.2404075192015047,1.0,-41152.0,56416.0,[3269.46427476 1730.07576317],rot180->rot90->pad->cog->sift
B_141_FB40-SL_265-ST_NISL-SE_793_compressed.jp2,NISL,55086.0,70093.0,793,791.0,0.9692274276742332,07-02-24(14:43),[-41120. -56768.],-2.3077311020606333,1.0,-41120.0,56768.0,[3385.40379898 1782.71225072],rot180->rot90->pad->sift
B_141_FB40-SL_265-ST_HEOS-SE_794_compressed.jp2,HEOS,51138.0,67716.0,794,793.0,0.9690793053735616,07-02-24(14:43),[-41600. -56480.],-2.3207161168269312,1.0,-41600.0,56480.0,[3240.90509852 1757.59112299],rot180->rot90->pad->icp
B_141_FB40-SL_266-ST_NISL-SE_796_compressed.jp2,NISL,57522.0,71583.0,796,794.0,0.8707073556619094,07-02-24(14:43),[-40800. -56960.],-2.246913298986676,1.0,-40800.0,56960.0,[3336.06693629 1697.53086446],rot180->rot90->pad->sift
B_141_FB40-SL_266-ST_HEOS-SE_797_compressed.jp2,HEOS,52604.0,67469.0,797,796.0,0.9239949939163872,07-02-24(14:43),[-41440. -56448.],-2.254145587993208,1.0,-41440.0,56448.0,[3268.40848132 1714.59490126],rot180->rot90->pad->int
B_141_FB40-SL_267-ST_NISL-SE_799_compressed.jp2,NISL,64728.0,72491.0,799,797.0,1.1842221424771184,07-02-24(14:43),[55296. 38528.],-2.333427438788668,1.0,55296.0,-38528.0,[3602.82027752 1882.8122028 ],rot90->pad->cog->int
B_141_FB40-SL_267-ST_HEOS-SE_800_compressed.jp2,HEOS,,,800,799.0,1.2303580705012929,07-02-24(14:43),[55328. 39200.],0.8825264975738836,1.0,55328.0,-39200.0,[ 573.42476803 2314.89966279],rot90->pad->cog->sift
B_141_FB40-SL_268-ST_NISL-SE_802_compressed.jp2,NISL,59384.0,69511.0,802,800.0,1.0123506387112733,07-02-24(14:43),[-40576. -56704.],-2.2528264011469967,1.0,-40576.0,56704.0,[3437.41076875 1810.72167661],rot180->rot90->pad->cog->sift
B_141_FB40-SL_268-ST_HEOS-SE_803_compressed.jp2,HEOS,52744.0,68039.0,803,802.0,1.1350178980873238,07-02-24(14:43),[-41408. -56512.],-2.2462549388325828,1.0,-41408.0,56512.0,[3257.90873629 1736.47007395],rot180->rot90->pad->cog->sift
B_141_FB40-SL_269-ST_NISL-SE_805_compressed.jp2,NISL,52356.0,81856.0,805,803.0,1.1841165273401744,07-02-24(14:43),[55296. 38528.],-2.358871955760954,1.0,55296.0,-38528.0,[3408.45161078 1761.77534987],rot90->pad->cog->int
B_141_FB40-SL_270-ST_NISL-SE_808_compressed.jp2,NISL,57560.0,68219.0,808,805.0,1.176638489175584,07-02-24(14:43),[-40800. -56544.],-2.292115776200917,1.0,-40800.0,56544.0,[3289.71160712 1826.63768428],rot180->rot90->pad->cog->int
B_141_FB40-SL_270-ST_HEOS-SE_809_compressed.jp2,HEOS,55340.0,70915.0,809,808.0,1.0273638106076448,07-02-24(14:43),[54944. 39136.],0.9759478902036148,1.0,54944.0,-39136.0,[ 632.40656802 2474.87901029],rot90->pad->cog->sift
B_141_FB40-SL_271-ST_NISL-SE_811_compressed.jp2,NISL,56011.0,67597.0,811,809.0,1.0279600714464463,07-02-24(14:43),[-40992. -56480.],-2.3016595719942177,1.0,-40992.0,56480.0,[3346.71988463 1860.4669757 ],rot180->rot90->pad->cog->sift
B_141_FB40-SL_271-ST_HEOS-SE_812_compressed.jp2,HEOS,52079.0,67860.0,812,811.0,1.0224249241978776,07-02-24(14:43),[-41504. -56512.],-2.240795989651902,1.0,-41504.0,56512.0,[3229.99520017 1677.14450333],rot180->rot90->pad->cog->sift
B_141_FB40-SL_272-ST_NISL-SE_814_compressed.jp2,NISL,55419.0,70478.0,814,812.0,0.4851687938683099,07-02-24(14:43),[-41088. -56832.],-2.2805089242455927,1.0,-41088.0,56832.0,[3318.02220848 1753.52460574],rot180->rot90->pad->int
B_141_FB40-SL_272-ST_HEOS-SE_815_compressed.jp2,HEOS,51512.0,68872.0,815,814.0,0.953466324070187,07-02-24(14:43),[-41568. -56640.],-2.208238016829687,1.0,-41568.0,56640.0,[3253.27296849 1664.49169054],rot180->rot90->pad->int
B_141_FB40-SL_273-ST_NISL-SE_817_compressed.jp2,NISL,62588.0,67652.0,817,815.0,1.0758771272039225,07-02-24(14:43),[-40192. -56480.],-2.1936362215848013,1.0,-40192.0,56480.0,[3395.26369915 1695.79297918],rot180->rot90->pad->cog->int
B_141_FB40-SL_273-ST_HEOS-SE_818_compressed.jp2,HEOS,51512.0,68563.0,818,817.0,1.0068774475457882,07-02-24(14:43),[-41568. -56576.],-2.2376634276087604,1.0,-41568.0,56576.0,[3260.10256423 1698.73461714],rot180->rot90->pad->cog->sift
B_141_FB40-SL_274-ST_NISL-SE_820_compressed.jp2,NISL,55419.0,66892.0,820,818.0,0.9917422423067332,07-02-24(14:43),[-41088. -56384.],-2.248197138467854,1.0,-41088.0,56384.0,[3325.33349385 1754.35171741],rot180->rot90->pad->sift
B_141_FB40-SL_274-ST_HEOS-SE_821_compressed.jp2,HEOS,52744.0,67989.0,821,820.0,1.1104753165907033,07-02-24(14:43),[-41408. -56512.],-2.180667810778734,1.0,-41408.0,56512.0,[3240.02530249 1650.00790118],rot180->rot90->pad->cog->sift
B_141_FB40-SL_275-ST_NISL-SE_823_compressed.jp2,NISL,52114.0,67330.0,823,821.0,1.1950488149801508,07-02-24(14:43),[-41472. -56448.],-2.25949877284614,1.0,-41472.0,56448.0,[3261.40708047 1708.857878  ],rot180->rot90->pad->cog->sift
B_141_FB40-SL_275-ST_HEOS-SE_824_compressed.jp2,HEOS,56196.0,69188.0,824,823.0,1.1836364989315908,07-02-24(14:43),[-40960. -56672.],-2.1628423176061866,1.0,-40960.0,56672.0,[3288.0327992  1631.78568659],rot180->rot90->pad->cog->sift
B_141_FB40-SL_276-ST_NISL-SE_826_compressed.jp2,NISL,55604.0,69378.0,826,824.0,1.4639924450030628,07-02-24(14:43),[-41056. -56704.],-2.239713195322829,1.0,-41056.0,56704.0,[3324.2583222  1752.99496727],rot180->rot90->pad->cog->sift
B_141_FB40-SL_276-ST_HEOS-SE_827_compressed.jp2,HEOS,55123.0,69456.0,827,826.0,1.0907406767143786,07-02-24(14:43),[-41120. -56704.],-2.1593113857218342,1.0,-41120.0,56704.0,[3259.58085498 1624.03864858],rot180->rot90->pad->cog->sift
B_141_FB40-SL_277-ST_NISL-SE_829_compressed.jp2,NISL,52779.0,71376.0,829,827.0,1.0673493313546816,07-02-24(14:43),[-41408. -56928.],-2.301008234779853,1.0,-41408.0,56928.0,[3333.69355982 1716.47411019],rot180->rot90->pad->cog->int
B_141_FB40-SL_277-ST_HEOS-SE_830_compressed.jp2,HEOS,57180.0,69300.0,830,829.0,0.942483895417976,07-02-24(14:43),[-40864. -56672.],-2.1013464698792395,1.0,-40864.0,56672.0,[3290.2154374  1564.49312259],rot180->rot90->pad->sift
B_141_FB40-SL_278-ST_NISL-SE_832_compressed.jp2,NISL,51342.0,67728.0,832,830.0,0.8871698358242389,07-02-24(14:43),[-41568. -56480.],-2.3150416512027343,1.0,-41568.0,56480.0,[3245.36326823 1774.75047335],rot180->rot90->pad->sift
B_141_FB40-SL_278-ST_HEOS-SE_833_compressed.jp2,HEOS,51682.0,67943.0,833,832.0,0.8031283772831055,07-02-24(14:43),[-41536. -56512.],-2.2487430381831723,1.0,-41536.0,56512.0,[3265.95706404 1689.76366332],rot180->rot90->pad->sift
B_141_FB40-SL_279-ST_NISL-SE_835_compressed.jp2,NISL,51240.0,68216.0,835,833.0,0.8376964272350118,07-02-24(14:43),[-41600. -56544.],-2.323570867542789,1.0,-41600.0,56544.0,[3274.23213278 1760.34187933],rot180->rot90->pad->int
B_141_FB40-SL_279-ST_HEOS-SE_836_compressed.jp2,HEOS,50934.0,68408.0,836,835.0,0.7071689486779239,07-02-24(14:43),[-41632. -56576.],-2.2621288870692777,1.0,-41632.0,56576.0,[3260.79487652 1672.01329122],rot180->rot90->pad->int
B_141_FB40-SL_280-ST_NISL-SE_838_compressed.jp2,NISL,57750.0,68860.0,838,836.0,1.3624920664388551,07-02-24(14:43),[-40768. -56608.],-2.20274024137943,1.0,-40768.0,56608.0,[3394.12226416 1745.04723103],rot180->rot90->pad->cog->sift
B_141_FB40-SL_280-ST_HEOS-SE_839_compressed.jp2,HEOS,52989.0,67684.0,839,838.0,0.7220086251940373,07-02-24(14:43),[-41376. -56480.],-2.1933915196553246,1.0,-41376.0,56480.0,[3237.37325719 1640.38790544],rot180->rot90->pad->int
B_141_FB40-SL_281-ST_NISL-SE_841_compressed.jp2,NISL,52056.0,68484.0,841,839.0,0.6871039113081127,07-02-24(14:43),[-41504. -56576.],-2.224067648650427,1.0,-41504.0,56576.0,[3245.25732859 1667.40034881],rot180->rot90->pad->sift
B_141_FB40-SL_281-ST_HEOS-SE_842_compressed.jp2,HEOS,50132.0,68224.0,842,841.0,0.923132606175298,07-02-24(14:43),[-41728. -56544.],-2.32764693767601,1.0,-41728.0,56544.0,[3265.73566781 1741.85273687],rot180->rot90->pad->int
B_141_FB40-SL_282-ST_NISL-SE_844_compressed.jp2,NISL,52744.0,68924.0,844,842.0,0.8569384505694888,07-02-24(14:43),[-41408. -56640.],-2.26007127333089,1.0,-41408.0,56640.0,[3288.5894666 1690.50636  ],rot180->rot90->pad->sift
B_141_FB40-SL_282-ST_HEOS-SE_845_compressed.jp2,HEOS,51478.0,67944.0,845,844.0,0.7754427685817536,07-02-24(14:43),[-41568. -56512.],-2.22069348851204,1.0,-41568.0,56512.0,[3262.3477339 1659.7564085],rot180->rot90->pad->int
